"HD_248"	"HD_258"	"HD_277"	"HD_279"	"HD_281"	"HD_283"	"HD_320"	"HD_324"	"HD_247"	"BTI_V51"	"BTI_V53"	"BTI_V21"	"BTI_V34"	"BTI_V57"	"BTI_V67"	"BTI_V68"	"BTI_V69"	"BTI_V71"	"BTI_V45"	"BTI_V48"	"BTI_V54"	"BTI_V56"	"BTI_V64"	"BTI_V70"	"BTI_VII18"	"BTI_VII42"	"BTI_VII16"	"BTI_VII17"	"BTI_VII20"	"BTI_VII48"	"BTI_VII53"	"BTI_VII64"	"BTI_VII11"	"BTI_VII24"	"BTI_VII44"	"BTI_VII47"	"BTI_VII56"	"BTI_VII60"
"c25_CD8-GNLY-GZMK"	1.45938031161499	1.43902367935864	1.57548227834584	1.55079162084326	1.60468314574118	1.39510043511843	2.13425125047959	1.57538698740138	1.60054056763426	1.55294466079541	1.4324688061624	1.60388205588988	1.55425840379497	1.50310777031028	1.57984219060043	1.39465535967042	1.59341258642435	1.54154799259759	1.49727738610541	1.48303912647503	1.56319578274753	1.44501048746408	1.6080591397785	1.59209403073484	1.55287929680558	1.45062927156261	1.73996591747651	1.73820180075423	1.34860244938095	1.3634142487031	1.50553493915778	1.51621671964562	1.41638292453246	1.54342844343609	1.44113634207052	1.553595198789	1.50034662414171	1.55319314091115
"c15_CD4_Tn-CCR7"	0	0.212252867920608	0	0	0.013639553726333	0.15440499844399	0	0	0.0454207362656624	0.734292221392125	0	0.21541170498954	0	0.525558180521404	0.219788576005829	0	0.481725999283118	0.551982624119977	0.356620881164216	0.243345461665698	0	0	0.674124707870143	0.327198931657354	0.119387571410871	0.397992792738431	0.131294017788403	0.898836251825387	0	0	0.480453122223952	0.130626270801785	0	0.416008295400512	0	0.240021467110715	0.390015603761867	0.538100828690698
"c22_CD8_Tn-CCR7"	0.336617540256101	0.582429649633216	0.218473768254201	0.387566892089245	0.481037703489636	0.50681257421022	0.156522309762916	0.229172813282043	0.503946789179051	1.03551659871376	0.21512803682189	0.641171307865663	0.0100539265765201	0.863821034570329	0.611726107061922	0.239758405565976	0.839401537576146	0.875467250923144	0.686762957830128	0.612486261862413	0.3918264942825	0.278001551612884	1.01059219334362	0.727747965427088	0.531301737183805	0.704554321987994	0.579833573524982	1.23682636294535	0.320530833582917	0.355981313794067	0.824591470139157	0.532730316409754	0.214022088603836	0.786276813838036	0.347645814474153	0.633605569081441	0.69832420347232	0.866696275747736
"c05_Naïve B-TCLA1"	1.00848627503211	1.15219581788865	0.982525468949577	1.17228116712191	1.11261463960431	1.04979827504699	1.17125093818898	1.10548429212166	1.18580864287715	1.24576812470027	1.06997518207022	1.17703513776805	1.06454878277499	1.29176931701829	1.17515332263888	1.09059730897995	1.30917031620671	1.28956236370681	1.22816267838861	1.03265097570142	1.07434885477189	1.08281055858364	1.38418270011785	1.29168589993796	1.23113306386632	1.13573897536284	1.22579443664212	1.40348854805559	1.01918359792031	1.10319415504988	1.18913562066734	1.12179337660357	0.991603307687407	1.17449656478171	1.04229086450954	1.17168561356646	1.0974310468477	1.22675476398634
"c68_Platelet"	3.04331250756162	2.63747718907052	2.82739898627774	2.38446750575106	2.63044593926229	2.95583612448213	1.77173875879635	2.64797883781392	2.4048693079778	2.10774751615586	2.83805810428229	2.35606272583521	2.63904791221557	2.23507516911019	2.38380315915692	2.89872320495056	2.15907352495938	2.19619965094243	2.19529964114511	3.08173282337227	2.70304996042179	2.67113475394164	1.78196956423294	2.57545605881176	1.98155476465032	2.99948399876106	1.98447787558135	1.32750343832455	3.27078185245737	3.02337046235172	2.51864275956566	2.69116203631055	2.94038644938372	2.43527354659074	2.79094581886828	2.52276063797942	2.91032887341682	2.42919864897531
"c69_Platelet/T cells"	0.611037023814413	0.717632273974984	0.423765147543771	0.554414317615028	0.626808369107364	0.731762162839217	0.16398264482204	0.45543064615238	0.607129896316596	1.02962171013602	0.525540646645291	0.697585590039067	0.323273543792038	0.866825280357109	0.712738314525983	0.526589708761726	0.86328230102049	0.904401778126822	0.812578364613908	0.764335751033848	0.66530569326583	0.540899504337445	0.950587032465222	0.77606998106858	0.623345864715237	0.903796215726269	0.685108497800072	1.04931554659211	0.575936056565667	0.598629066822119	0.866068732990371	0.676423401600525	0.548242343951991	0.839448917175796	0.627520279115698	0.736620379974758	0.908956417311842	0.924816565103733
"c18_CD4_Th1 like-TBX21-GZMB"	0.923784273292154	0.900550791028724	0.700697783580583	0.803158318469848	0.884840965257041	0.971467338457142	0.487161129666198	0.768533753374282	0.81675269119108	1.12665676672054	0.819921226698188	0.847769655171703	0.666821993289795	0.929435603528302	0.878583060224457	0.796315680890339	0.973889031745808	0.988861360800395	0.984478859483123	0.920777871162973	0.993018856198892	0.805397992602342	0.998072370135049	0.883238350270426	0.793248316403628	1.11772904152213	0.916088869230253	1.0433391959511	0.775900052302378	0.803533402160819	0.960698136009482	0.867254440192293	0.867871979826083	0.980706757752103	0.907095495687043	0.897341244406507	1.13934462267024	1.0552045245459
"c09_Memory B-IgMG"	0.924516433244032	1.06618834160482	0.891782340173433	1.0678984841422	1.02422095081486	0.972868482765527	0.985964029743641	1.00690734127179	1.09606965752821	1.19790421684692	0.973267581091323	1.09339742502496	0.955655483717704	1.20911624701942	1.0934388790064	0.988843512172893	1.23500271281804	1.22052474843691	1.16849120510196	0.96997205990168	0.996161961862702	0.992113842598512	1.3127396363514	1.20021885105194	1.14604507240822	1.07911303111353	1.14986895036496	1.36026444452104	0.927516031155627	1.01238409837761	1.11314659072751	1.04971459057108	0.907890439306586	1.1005904148585	0.965808174077601	1.08727611572453	1.05813979739413	1.16505461453076
"c43_NK-FCGR3A"	1.52835057723943	1.33037586769295	1.29243937886854	1.3241726654523	1.44068526036072	1.45988361022056	1.16478813151782	1.37405115225728	1.28309079250058	1.42293776969588	1.40366262847065	1.26485202238433	1.26359851134435	1.22177753505857	1.29282727660004	1.36918335717219	1.32141920345944	1.28254780618066	1.37812507300139	1.36246507011604	1.57009805210755	1.3505980707982	1.26037368850901	1.26644222579071	1.22327308848798	1.54114983527944	1.42281471812568	1.24398260064365	1.27603446071247	1.31852116519863	1.30953190841652	1.36044525588519	1.51765442244534	1.40419334640916	1.47874272895333	1.31796288478644	1.60029370776843	1.42132355806025
"c27_CD8-GNLY-GZMB-CX3CR1"	1.47085087347463	1.33351700856821	1.22419752892185	1.27353062436591	1.40963041573091	1.43729223918954	1.11500739537297	1.28394772860989	1.27361431044903	1.47510166067484	1.30906154268559	1.25584217778118	1.1499761641063	1.2677656566771	1.27748130145862	1.28467138653264	1.33690708696493	1.31176440763234	1.36197970862164	1.35693844878701	1.48896746183988	1.27487959174248	1.31175206122946	1.27518424320819	1.20218876463548	1.54276925335756	1.37597480550823	1.32767483941144	1.22254153152094	1.26043002305964	1.33691487979858	1.31863445018428	1.39569946195045	1.4124749280795	1.38545868796103	1.30818372691764	1.57531564060214	1.43909441430653
"c19_CD4_Th1 like-CXCR3-GZMK"	0.572138631936586	0.71761915639661	0.421906544002582	0.5659006283188	0.629094088727986	0.706281522029613	0.275501582442307	0.435261979577553	0.630682565789775	1.08951798058335	0.533661226167921	0.751410741595325	0.323009478517147	0.931480594237447	0.764514900963932	0.526528202972823	0.941696672944605	0.984601490346786	0.871156343402308	0.786076464553429	0.683719849298224	0.570199479556895	1.06582803303645	0.841851136791463	0.700852957683944	0.892417365184805	0.769814899781655	1.17751970913614	0.554736527501448	0.593706419143675	0.901977627980759	0.672372385088173	0.529858681101416	0.876218689184974	0.61348083549501	0.764935455070152	0.910975264027722	0.96769280390725
"c34_gdT"	1.10835515180467	1.09775108325342	0.924846889928307	1.01441314555395	1.10432159065835	1.14302948755433	0.824606981670982	0.962932600713481	1.04175045324331	1.35335564698048	1.01657173820405	1.09972504857288	0.856654752234705	1.17122780764491	1.10612967069592	0.996888742480793	1.22166027423132	1.23216048944436	1.21013652942618	1.15826981529109	1.19676664111448	1.0234285021664	1.27177649838624	1.14338896517217	1.0493036878065	1.29545718829803	1.19278286531133	1.34419037192072	0.971753686017387	1.02187721944339	1.1924237824327	1.08825234269034	1.06450104606919	1.21902461960081	1.0951135408721	1.1233463411425	1.32819322581383	1.28581677590121
"c17_CD4_Tfh like-CXCR5-GPR183"	0.079880843336219	0.323445154815706	0	0.0730210950305819	0.142174176219535	0.2892703946276	0	0	0.162503709700157	0.798345069599431	0	0.311455776621934	0	0.596310826317887	0.332163243795399	0.00350902565067383	0.569670795990529	0.635670689333193	0.470828276434742	0.36122783953762	0.151326419555132	0.0353029987668645	0.736338712188493	0.425097102012636	0.235363139383171	0.526055011941811	0.254371555174989	0.908581991897657	0.0936153011300046	0.127384856123199	0.563591992657984	0.247508429720703	0	0.506250655063702	0.131629932448999	0.349726244961783	0.522219371579539	0.620363972582747
"c10_Memory B-IgAG"	0.849922475007653	1.00569445903614	0.796498750576359	0.971691611409949	0.947856191723406	0.923826397916036	0.803243983322863	0.903858032386324	1.00860912716702	1.16948689988898	0.8769888375314	1.01606380088068	0.823360080412067	1.15259885478499	1.01570292660131	0.896535230636114	1.16800308870631	1.1598312354357	1.1004715959871	0.913783683665856	0.908558841431274	0.892164544214119	1.24891957650917	1.1195337525401	1.05760080923326	1.03800873864209	1.05136816343689	1.3153129012085	0.855971658968102	0.935066022404743	1.07278334238075	0.986526662698101	0.82601472986923	1.04980999566182	0.898280861163518	1.01931261503174	1.01791916546201	1.11660756865089
"c35_MAIT"	0.932862408489604	1.02287880604914	0.841453348873907	0.94793111428965	1.01379350709103	1.01950102283911	0.851296192048377	0.842241364337207	0.993596395483352	1.36966161355846	0.912392901106612	1.1249235660255	0.742737660246542	1.22307936143248	1.11245137064236	0.911305458935703	1.26813080661426	1.29163335210954	1.18962931135247	1.14457761118086	1.08073403300904	0.963007519824807	1.38079108103187	1.19664678351081	1.06299629139197	1.19656092198893	1.17737116937577	1.48063496857581	0.90260083079723	0.964785312966897	1.20973801537955	1.02700700528243	0.933001643095357	1.20596580759218	0.99500730025181	1.11081377729854	1.23622570458607	1.2852727258601
"c20_CD4_Th2 like-CCR4-GATA3"	0.342537429172214	0.549744935343047	0.0813338406216951	0.30029111687011	0.363761828671893	0.550312706428368	0	0.125642790105168	0.365663749407072	0.995924310989227	0.26275708008798	0.501690856521279	0	0.79052065574011	0.543911276087333	0.270291520397089	0.763891513942907	0.833077898244364	0.694236356910268	0.581254037258308	0.412666399025542	0.292773554252549	0.907388566071865	0.617072530923349	0.445956608766288	0.781702611925524	0.456611365218166	1.03319962681362	0.346422306614393	0.381442243091941	0.768723643767668	0.464840452222006	0.280505523037254	0.714574500604312	0.401074145179889	0.562405190247472	0.772635379918595	0.8296183457861
"c29_CD8-GNLY-GZMH"	1.08096886344974	1.03565788718677	0.915207296216262	0.994951186116695	1.06887427265283	1.09487598770534	0.877450287603132	0.978193275663208	1.00896624168055	1.23826628832928	0.988159700968352	1.03261225239637	0.8957204102851	1.06778922560605	1.04622747738453	0.960677736095883	1.12887640038908	1.12685729832906	1.12344408167544	1.06497204752235	1.1725130204938	0.985925267009827	1.14554693117988	1.05709750867784	0.980249644631993	1.21948946120153	1.14177754608249	1.21335002339035	0.925098822959757	0.959075336931758	1.09597263099668	1.0353730544955	1.0332623210938	1.12639688935466	1.06227521837337	1.06774874550658	1.25150681873928	1.19093014900349
"c39_NK-CD3-GZMB-CX3CR1"	1.55426829906677	1.34611195272779	1.22967486418462	1.28641977116027	1.42097728675432	1.50177808694235	0.968276374775167	1.31136329458797	1.23357833312376	1.46202577127666	1.40363486796449	1.22427097493635	1.16821990482409	1.22536749788724	1.26948802872721	1.36775313367568	1.3131767871061	1.28374981020185	1.38313294255222	1.38172458116499	1.56721985691983	1.33484289296642	1.25381286055185	1.24096292758519	1.18362060977059	1.60237348762795	1.37337252484123	1.2178744178371	1.28988710915144	1.33455965562193	1.32741316791649	1.34891078991236	1.54464603713028	1.43017712392972	1.49374143082407	1.3070251770109	1.65995414715995	1.44766605953452
"c28_CD8-GNLY-GZMB-ZNF683"	0.899316125752416	0.850684962704345	0.584689543432926	0.713503479706015	0.802973925497743	0.95852827590208	0.204725270141233	0.666740308298581	0.705396899518989	1.08626809271185	0.767309226227505	0.740924315355996	0.543018392840934	0.86096853289645	0.789791887670015	0.745459417787692	0.891009432106051	0.920631625852804	0.934429560365494	0.866464238742021	0.949778519198574	0.737134578627693	0.908591646926286	0.783610361363389	0.691101792052668	1.12157520846259	0.8127448080096	0.939268229121776	0.732456688630465	0.766205627018564	0.90644311373469	0.803805402680572	0.846110888214244	0.927889117989074	0.880088618386636	0.823178523798534	1.13567110347943	1.0121900689132
"c55_Mono-CD16-CIQ"	1.95053854378315	1.9440840400225	2.00813643033215	1.83836135840604	1.79986080768637	2.0002790834592	1.36029342629636	1.90755687421321	1.80363119466971	1.68776902154103	2.12464642705273	1.83583256303398	2.04635149804033	1.87233323446262	1.86056889200734	2.15902932353646	1.67800049674458	1.81674047877384	1.88788390622997	2.08187325691544	1.79974723601628	2.05882273628109	1.66174728978219	1.75272488410473	2.02078752206287	1.83154378804237	1.65623350834188	1.60025547740646	2.14208443916574	2.02064930420774	1.84364266914227	1.89749342329617	2.01351749497236	1.81034406331891	1.96340963301353	1.81258092482011	1.76015770727665	1.73822066766664
"c36_T-MT-PTPRC"	2.30549972493051	1.82618264044926	3.4327146689665	2.6413495139679	2.76929117759396	1.60582590841593	6.38908155501969	3.11040686615134	2.77415624135926	0.973343604237232	2.41021440825105	2.42620761325061	3.4945548021251	1.34730575453047	2.12432336646191	2.29639182052795	1.78520542811169	1.37398562387701	1.55708713449516	1.8238638182278	2.40940834483883	2.4325501089771	1.55542150730232	2.14888110860386	2.34752060987716	1.17474854885535	2.82138875793246	1.41613033366059	1.96141504038277	2.04700668490715	1.50920456262665	2.09256990434349	2.23280030867874	1.73690001993909	2.00474323102939	2.09388354304622	1.27895045252828	1.38499354148076
"c41_NK-CD3-GZMB-LAG3"	1.3001294886441	1.16827918871494	0.977843769069858	1.07903082052198	1.18691847413766	1.29456150079589	0.739980356616645	1.05302263981684	1.05629793846272	1.36477886199697	1.17325541357494	1.07382815661001	0.938097891188172	1.13409922906498	1.12504510004529	1.12905728677464	1.19977870438614	1.19373766287811	1.24693009584786	1.22269814401474	1.34392652309058	1.12125518140697	1.18076115772742	1.11214003337882	1.04761787400233	1.42671363685972	1.22224829826849	1.20539168978621	1.08651952301294	1.11004210770873	1.19229879961058	1.16133501579429	1.27383373631511	1.26608739967784	1.25414004910721	1.15073850304076	1.48404532077541	1.31729344889113
"c31_CD8-MKI67"	1.41952279570362	1.33465124853744	1.27102604762628	1.3092965290122	1.39437165376321	1.41118077843652	1.12722654833532	1.32891368989097	1.27817098274525	1.40532510120493	1.32868366213007	1.26494246601609	1.20904184792517	1.2879859983811	1.29452496486451	1.30807598167883	1.33862551712435	1.3165392614512	1.32847430797447	1.32754187397468	1.43722998933296	1.29748440113598	1.29866461012253	1.29134323724637	1.23598332487035	1.49603458492198	1.34570568301527	1.30493745204763	1.26750001838992	1.31357485163236	1.34414632591405	1.32014295943172	1.39117694334657	1.38963150246136	1.39968062477817	1.32797595463233	1.48874482333513	1.38423446190046
"c24_CD8_Tem-GZMK"	1.03931854803855	1.06139013739192	0.91688778623195	1.00590910555917	1.06456620539852	1.08705148478452	0.894763565968169	0.957989500198955	1.03789374998821	1.30727627752626	0.98885835543648	1.09045326380061	0.88388435364525	1.16228771168966	1.10436747760256	0.972193828579335	1.21410618528572	1.22582114912679	1.17986597698028	1.1136102878621	1.14817566552547	1.00629216094762	1.26977340420412	1.14810382645603	1.0489926014985	1.23156728527433	1.17789439239258	1.34409383352256	0.947923385315681	0.992625003519655	1.16962301511846	1.06115116115374	1.00889570389291	1.17447011859597	1.05534192889773	1.11404283007011	1.25833223609674	1.24474687356935
"c23_CD8_Tcm-GPR183"	0.431272877455155	0.623280763631799	0.245011902396718	0.429219853193038	0.495861641107601	0.601429475167337	0.00303390270244483	0.268427958948933	0.501385546059377	1.05788597746326	0.365488568513816	0.642395409303669	0.111354422991423	0.873516484464335	0.657132956003119	0.372976465655542	0.866321218507942	0.922788602735549	0.777321345212638	0.682353468845753	0.527486405499444	0.408089600604786	1.01523845970052	0.746215100956991	0.578398672830582	0.81817660463956	0.625662070513585	1.16422476053386	0.426107816467213	0.468866775468515	0.842551940589319	0.570211227783505	0.375227596295373	0.800900340526101	0.487224576788866	0.667817644419234	0.827466733664573	0.909544665067614
