"HD_248"	"HD_258"	"HD_277"	"HD_279"	"HD_281"	"HD_283"	"HD_320"	"HD_324"	"HD_247"	"BTI_V51"	"BTI_V53"	"BTI_V21"	"BTI_V34"	"BTI_V57"	"BTI_V67"	"BTI_V68"	"BTI_V69"	"BTI_V71"	"BTI_V45"	"BTI_V48"	"BTI_V54"	"BTI_V56"	"BTI_V64"	"BTI_V70"	"BTI_VII18"	"BTI_VII42"	"BTI_VII16"	"BTI_VII17"	"BTI_VII20"	"BTI_VII48"	"BTI_VII53"	"BTI_VII64"	"BTI_VII11"	"BTI_VII24"	"BTI_VII44"	"BTI_VII47"	"BTI_VII56"	"BTI_VII60"
"c66_Myeloid-CD3"	1.42928482113233	1.44800738703165	1.43220168154635	1.39279632639782	1.36191734117978	1.48863574356935	1.06093163758987	1.37728556404261	1.36970251064225	1.41505336985197	1.47759133966385	1.41749600582682	1.43246644518332	1.45272403349898	1.44221544222368	1.48010719004975	1.36088298237932	1.43620818305918	1.42968717404323	1.4984242599696	1.38368374625559	1.47635394751556	1.36635239749585	1.35932084617073	1.44077512483042	1.43226073679996	1.30733943772087	1.3566574852919	1.55044415728803	1.48551330446713	1.45429848133166	1.44157192171696	1.46422990533311	1.40574376872935	1.46132486112769	1.41119313429805	1.42373449501034	1.40325953453458
"c21_CD4_Th17 like-CCR6"	0.175343833865516	0.441571528338252	0	0.187408072673177	0.254797943111816	0.407559863286487	0	0	0.276089652256804	0.977919783558938	0.110676885040099	0.462438233569866	0	0.769885689327647	0.481289048472773	0.122731515165398	0.744664729639873	0.817788307285094	0.634289104580302	0.517170095193567	0.286465199808391	0.166445047763741	0.931175612088441	0.591625043984177	0.401895653027831	0.6639780922054	0.427014911462188	1.13003298708118	0.208969416842895	0.255543045588073	0.713105392141698	0.379969577438957	0.118403225772902	0.65809495690379	0.256283647810001	0.488244103539822	0.67294195284503	0.789048715418342
"c33_CD4_CD8_T"	0.638260036262718	0.763165104371412	0.461801115222307	0.606396632608162	0.684710954311219	0.760735586590684	0.270778507840408	0.496254300667402	0.665778771138185	1.10799362383441	0.538703864491017	0.758275878903916	0.338585904660269	0.930146931228636	0.769578606815817	0.543751849220878	0.934806831842563	0.967312187271375	0.864403448029151	0.791553270544805	0.699011007164684	0.563951819980194	1.03848598325177	0.831258778269611	0.683805927063915	0.942191558390791	0.752425785733313	1.16183297660331	0.578376412902172	0.614126673536439	0.925899980121239	0.718390877269731	0.563065002067081	0.905733596974474	0.653532082648531	0.78739681225563	0.944141470071547	0.987424089876498
"c16_CD4_Treg-FOXP3"	0.359542025219325	0.497984751863458	0.201826377095444	0.342443932972367	0.394422858512532	0.484582880836662	0.0047454901227507	0.225927594943824	0.398009424001687	0.815955386015253	0.299304394603887	0.490700748112309	0.110413817828427	0.672614297877309	0.52643748538472	0.294268738990663	0.674969299303824	0.711029152897297	0.611131228050908	0.518993569388355	0.422679945592949	0.320824161976728	0.776130747696449	0.568351364890149	0.443083650164351	0.659740221993038	0.476991651397517	0.869477604487505	0.342273829432796	0.365473124071232	0.660152068262752	0.443274755677274	0.298484517182125	0.627412158752433	0.386240130348393	0.524934865178244	0.651865737641946	0.705308670686612
"c52_Mono-CD14-CD16"	1.83021230199323	1.86839770119192	1.87019482795993	1.74272345607175	1.65182840259297	1.93744889935802	1.06280434363356	1.74781847100387	1.69254317865108	1.64551153413561	2.00056231374148	1.75890015610827	1.90981098808255	1.83724301814398	1.80562281087172	2.03652737436829	1.60314778456836	1.76394067031447	1.80145778147581	1.98380994254308	1.67609114290767	1.97447280800475	1.59574950332411	1.65469884685833	1.90059276441113	1.74587905140749	1.50996910040845	1.52269000523989	2.13233629940975	1.97949111293988	1.79893849037658	1.82688561217557	1.92202512001676	1.71658419649561	1.87823460457735	1.74011403307512	1.68754508355104	1.66434174296321
"c46_NK-MKI67"	1.6432034897087	1.47986191145461	1.50373989765057	1.51044248344378	1.60834187564282	1.58286775360707	1.40953603339922	1.57637284371977	1.45306858477359	1.4937936397122	1.55404457061738	1.42109437832212	1.4559007770399	1.38022283089429	1.4479957973173	1.52266165268183	1.46136059095743	1.40840367702137	1.47175013972016	1.48161075893627	1.66143697319275	1.50588946728682	1.37763300571786	1.42776640386711	1.40138102589473	1.63430669390024	1.55070465581702	1.36611981277599	1.44634550141228	1.49587979344209	1.45167058417364	1.50747915584	1.64084640691338	1.5365980177912	1.61789483596929	1.47739769324318	1.64748785252736	1.50472617680183
"c37_NK-CD3-GZMK-TCF7"	1.19634763326028	1.16347289863117	0.996614082150615	1.107807096246	1.18913930888868	1.22499750805606	0.919978826668388	1.04041092987407	1.10582005342908	1.41953269889461	1.15244180005416	1.17351069927429	0.944099581390558	1.24283123863758	1.19862397437575	1.10954038550874	1.31589230798306	1.30128915608353	1.29602204060281	1.25080130509112	1.29035088617144	1.12980123950294	1.34503806958486	1.2380055477875	1.16514323697851	1.37147472342046	1.31363405155288	1.41402091131055	1.08114119496641	1.11923709342132	1.26175268725205	1.17894448282114	1.2170090763531	1.3122123868542	1.22804877817099	1.21033106878904	1.43486943701331	1.36338171661721
"c11_B-IFNG"	1.07003385106727	1.15521632280948	1.06962160105734	1.18269228299219	1.16094190593643	1.08298810009117	1.31329604042884	1.13696143853168	1.21211716275838	1.25468112111248	1.10733537904139	1.20849848086102	1.11022582391881	1.25876414270291	1.1962659558166	1.10925600029705	1.30278898399553	1.27371762961207	1.23247331494466	1.10187287626279	1.14324006272173	1.12023831357977	1.35782494540387	1.28544903858777	1.24969601970774	1.15745283534361	1.29024513502484	1.4070551129326	1.05076862484399	1.11185764614792	1.19563107080286	1.14942591713614	1.05854354912504	1.2016479468438	1.090366037841	1.19285564091268	1.16018205768087	1.24261645787118
"c47_Mono-CD14-S100A"	1.94543943347713	2.1742355973234	2.01269059665225	1.8866033896409	1.53766194120826	2.31210569103944	0.450061834888374	1.60550549997754	1.84331560551994	1.93129347454371	2.03011534971904	2.02769784902722	1.97282164852998	2.22515518936546	2.13700158384624	2.07325318456241	1.68522075592291	2.00654606127078	1.88317765673247	2.2038375479016	1.58202632395958	2.20422555383575	1.70888757826312	1.67931181225784	1.94701672227095	1.78895053708194	1.26105383482543	1.557463225211	2.86759973719276	2.43031383162562	2.19831857998953	2.16008301719807	2.11382995735449	1.84277656616906	2.00598810398503	1.96856915090398	1.83151176839638	1.81775914746446
"c56_Mono-CD16-ISG15"	1.92001203227118	1.86421643752319	1.99889884218777	1.83521231819021	1.79790414918537	1.9277882077693	1.49380134148707	1.94190387029061	1.78512215826725	1.5954033874545	2.10840622232193	1.78690063089195	2.08869589866649	1.75671901221975	1.80927515764714	2.11445751059799	1.63291617163547	1.731699788641	1.82902612101484	1.95972525191965	1.8244742279236	2.04507603188808	1.59637787082225	1.70774005263111	1.94943014946514	1.77859232910527	1.66991190344554	1.49619801619239	2.06213192829106	1.99347877133241	1.75349879911686	1.83938475859356	2.00385438246519	1.73066788524511	1.95729068847795	1.76519879080506	1.72939564477959	1.66971973664024
"c13_B-CD3"	1.01510127063584	1.11608481654636	0.996669990191255	1.10781512618726	1.11279627347081	1.0459518931843	1.18091997688538	1.05195143996016	1.15111003448755	1.26630322162541	1.01412174471053	1.16133565624349	0.990029999010593	1.23209229180848	1.14459881876127	1.01266713410785	1.26808379172546	1.24826180931279	1.18806545715346	1.07091780991602	1.07733511930191	1.02662022004735	1.33527100801737	1.23196688652381	1.17296355380864	1.14343201859915	1.22561820000593	1.41774762305416	0.978452173261751	1.03620268697472	1.18154206406022	1.1045836996017	0.977201627557634	1.18292827273788	1.02727155654118	1.15404711531702	1.1441152765857	1.22606947114138
"c44_NK-NFKB"	1.42462821789343	1.29448868349388	1.29200834268813	1.34065269665462	1.38423407810624	1.39039337508135	1.38052410717654	1.31058912967792	1.30164097461809	1.46040939535365	1.4900426831558	1.37666296906909	1.32826341121799	1.33954945875615	1.41422491422978	1.38599276037083	1.47838999225381	1.44280599764417	1.47310754410264	1.46700110704497	1.62418960334019	1.45676221140379	1.43605810195945	1.42415005780245	1.47967474135225	1.49254106355769	1.67976579614802	1.51777644322802	1.34514571884693	1.35592440539875	1.37377360491327	1.3562339906671	1.55583780459254	1.45012971119864	1.49260713459935	1.39923703994597	1.62312476599436	1.501673999893
"c38_NK-CD3-GZMB-ZBTB16"	1.55382048646162	1.3599599533444	1.38656109789547	1.41598283457093	1.49231331075674	1.48295144138126	1.41219529411322	1.4554711771939	1.36490633093044	1.46259572034397	1.50155571043302	1.36956681960987	1.41117654366377	1.30126296670114	1.39924147882816	1.45376641876552	1.41910052987323	1.37304824853376	1.45943349465093	1.43558046409511	1.66323885989645	1.4667643736006	1.36058787697076	1.37514133670358	1.35367668044803	1.57125791941278	1.56335557803939	1.35114081131359	1.36225455656342	1.39756089393147	1.37414030889695	1.41785271186666	1.6036773207988	1.45786400462134	1.56202596778623	1.41470773842802	1.63943249862094	1.48832533906413
"c54_Mono-CD16-CX3CR1"	1.96628102408542	1.90941989150601	2.11114371813847	1.89838052210191	1.87182132279824	1.96606617736802	1.66979344375438	2.02333571613461	1.85184747234177	1.61409118167416	2.14453331107233	1.85442246303772	2.15759497410776	1.78221887631574	1.86483425230794	2.16073214763448	1.66099603543766	1.75384870923325	1.83622167627397	2.01863000726365	1.85942490461828	2.08447646050321	1.61420958583289	1.74951406172151	1.99435935811174	1.79099237355995	1.7129093403768	1.53353672783683	2.1073861088056	2.02552766510023	1.8002555158729	1.90392845911309	2.04679389968953	1.77561944546479	2.00140050629393	1.81837710393272	1.74464270040792	1.69889918116887
"c06_Naïve B-IGHV4"	1.15770676229184	1.28187907401369	1.18476529984924	1.33148276656834	1.28008796211612	1.16557968786418	1.52870524781503	1.28279559151214	1.36045732058012	1.34906928307752	1.21269091626308	1.33553676477973	1.25341708724554	1.40445940995525	1.3160384163509	1.23031264558391	1.43493044877126	1.40026733525287	1.34344773241468	1.16810176018279	1.22038396377193	1.2306160462095	1.50447521211527	1.43178795448763	1.38306107136459	1.22975086361518	1.39502959278623	1.52866594511937	1.1491528236022	1.22750969949461	1.3068558604793	1.26125141653719	1.12764953485308	1.30627651328849	1.16561116959154	1.31109575004765	1.2020630890179	1.34103142904354
"c08_Naïve B-MT"	4.23968469554486	3.61529467017363	5.72403237648929	4.8773666072714	4.82116555428527	3.28263265462114	9.41458799083235	5.59512090407973	4.92588106240513	2.26952788400555	4.50732194085485	4.27996675612922	6.14687656966098	2.88858783741582	3.93474665724368	4.4105750808166	3.43324146566725	2.89646964043109	3.228164284156	3.34318842190986	4.35038194413359	4.48895927053924	3.05425526593788	3.95112168230802	4.31523545867675	2.68977845872783	4.82456694579951	2.7762416554301	3.82960755763277	3.97732675694495	3.01615715500705	4.02203957219032	4.23579716192407	3.26885520436285	3.96728534057739	3.90974521921667	2.77774073950166	2.87294849401684
